loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,avAudioRecorderPeakPower,avAudioRecorderAveragePower,label
1561914545.53977,1,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.490181,16.36631393432617,22.73426818847656,11.226806640625,20.23161506652832,27.72508239746094,15,197260.683775375,-0.4881134033203125,0.881500244140625,0.0765838623046875,197260.666533375,-0.3534251787872166,-0.2018170105672948,0.06889864056143997,197260.659575375,-59.30441284179688,-7.212615966796875,-552.1660766601562,197260.666533375,0.6929547954919494,-1.725716550733749,-1.047146206292638,-0.356464147567749,-0.2087787836790085,0.06570307910442352,0.004111737012863159,-0.0008416175842285156,0.0005097389221191406,1,0.08237437903881073,0.7292415499687195,-0.5485041737556458,-0.4007050693035126,-0.4940561950206757,0.8659997582435608,0.07715754956007004,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-49.75747,2
1561914545.564018,2,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.558272,16.87590026855469,22.08483123779297,11.75634765625,24.25728607177734,31.75075340270996,15,197260.704008375,-0.4895172119140625,0.887054443359375,0.0735931396484375,197260.686796375,-0.2986703204590785,-0.08647656902039898,0.09139968861151945,197260.679686375,-59.08456420898438,-7.361083984375,-552.0936279296875,197260.686796375,0.6791928922321543,-1.740770297254542,-1.047620506383265,-0.3017092943191528,-0.09343834966421127,0.08820412307977676,0.004320651292800903,0.01526343822479248,-0.007932543754577637,1,0.08343520760536194,0.7316398024559021,-0.5464988350868225,-0.3988496363162994,-0.4924340546131134,0.8662368059158325,0.08451646566390991,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-50.30224,2
1561914545.568007,3,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.558272,16.87590026855469,22.08483123779297,11.75634765625,24.25728607177734,31.75075340270996,15,197260.724272375,-0.4947357177734375,0.894256591796875,0.0731048583984375,197260.707060375,-0.1556005130100596,-0.04469769678756291,0.08114465420195133,197260.699797375,-58.94755554199219,-7.208389282226562,-551.6751708984375,197260.707060375,0.6690631561012336,-1.750887687254788,-1.04845443308446,-0.1586394906044006,-0.0516594797372818,0.07794909179210663,0.001325398683547974,0.0204012393951416,-0.01577150821685791,1,0.08465535193681717,0.7331547141075134,-0.5451235771179199,-0.3976908624172211,-0.4908426105976105,0.8666531443595886,0.08936472982168198,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-50.30224,2
1561914545.589162,4,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.584702,16.84804534912109,21.86056518554688,11.7862548828125,24.33725929260254,31.83072662353516,15,197260.744536375,-0.4869384765625,0.8709259033203125,0.0884552001953125,197260.727324375,-0.006975085211026533,-0.1434280026156345,0.08354522760854875,197260.719908375,-59.13156127929688,-7.5849609375,-551.5794677734375,197260.727324375,0.665390016299841,-1.755521078809691,-1.049820591617419,-0.01001405064016581,-0.150389775633812,0.08034966886043549,-0.005477011203765869,0.02692264318466187,-0.01831555366516113,1,0.08518318086862564,0.7337942719459534,-0.5449486374855042,-0.3966367840766907,-0.4892586767673492,0.8673339486122131,0.09142041206359863,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-50.56301,2
1561914545.608779,5,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.584702,16.84804534912109,21.86056518554688,11.7862548828125,24.33725929260254,31.83072662353516,15,197260.764799375,-0.506378173828125,0.87432861328125,0.055755615234375,197260.747587375,0.09704159538085232,-0.03202371315987582,0.09365378815816253,197260.740050375,-58.88755798339844,-7.2314453125,-552.0968627929688,197260.747587375,0.6662599333846759,-1.757364080187831,-1.051319019961885,0.0940026268362999,-0.0389854907989502,0.0904582291841507,0.0008731484413146973,0.002847135066986084,-0.003625631332397461,1,0.08484712988138199,0.734058141708374,-0.5455923080444336,-0.3953334987163544,-0.4878116548061371,0.8680787682533264,0.09208077937364578,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-51.22707,2
1561914545.637998,6,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.608945,17.00970458984375,21.99040603637695,11.69775390625,24.05581474304199,31.54928207397461,15,197260.785063375,-0.49658203125,0.8731842041015625,0.0644378662109375,197260.767851375,0.1695962234867531,0.03005723501096131,0.08913653431717011,197260.760161375,-59.04405212402344,-7.361663818359375,-551.9137573242188,197260.767851375,0.6709514196222263,-1.753299843410359,-1.053534736557163,0.166557252407074,0.02309545502066612,0.08594097197055817,-0.02008906006813049,0.005151987075805664,-0.03399252891540527,1,0.08495486527681351,0.7332507967948914,-0.5469262003898621,-0.394965261220932,-0.4862891137599945,0.8691765666007996,0.08974812179803848,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-51.72177,2
1561914545.648994,7,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.637339,16.80860900878906,21.85176086425781,11.66265869140625,23.52253150939941,31.01599884033203,15,197260.805327375,-0.48699951171875,0.877349853515625,0.0586090087890625,197260.788084375,0.2250312531572975,0.08535378030482157,0.07879920822991855,197260.780272375,-58.81640625,-7.40985107421875,-551.839111328125,197260.788084375,0.6784002766519752,-1.745805113762181,-1.055839363964535,0.2219922840595245,0.07839199900627136,0.07560364902019501,-0.01160761713981628,0.002870321273803711,-0.02131414413452148,1,0.08502908796072006,0.7318784594535828,-0.5486769080162048,-0.3950665593147278,-0.4849744141101837,0.8703139424324036,0.08575204759836197,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-45.02357,-52.10184,2
1561914545.672319,8,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.659466,16.82956314086914,22.03347778320312,11.4228515625,22.9181079864502,30.41157531738281,15,197260.825590375,-0.4841766357421875,0.8716888427734375,0.05743408203125,197260.808348375,0.2192295567225598,0.1169141034350236,0.08031587847071868,197260.800383375,-59.01348876953125,-7.583740234375,-551.9238891601562,197260.808348375,0.686898995539011,-1.736413843852741,-1.058093718017431,0.2161905765533447,0.1099523231387138,0.07712031900882721,-0.003177493810653687,0.005927860736846924,-0.02226114273071289,1,0.08523999899625778,0.7301843762397766,-0.5505357980728149,-0.3955695331096649,-0.4838220477104187,0.8714219927787781,0.08087015897035599,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-44.92886,-52.64165,2
1561914545.690017,9,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.688455,16.93774795532227,21.92196846008301,11.374755859375,22.35950660705566,29.85297393798828,15,197260.845854375,-0.48773193359375,0.86187744140625,0.0605010986328125,197260.828612375,0.2070312136655609,0.07970415036832747,0.06902966808707187,197260.820494375,-58.65036010742188,-7.344497680664062,-552.2847900390625,197260.828612375,0.6950617765946649,-1.727452956699433,-1.060280191316489,0.2039922326803207,0.07274237275123596,0.06583410501480103,-0.001532316207885742,-0.0008035898208618164,-0.01879990100860596,1,0.08545145392417908,0.7285705804824829,-0.5523237586021423,-0.3960069715976715,-0.4826443195343018,0.8724924325942993,0.07623407989740372,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-44.92886,-53.08927,2
1561914545.714697,10,0,0,1561914544.999809,4.634731616829182,-74.15106003179601,2553.06,0.16,113.5546875,4,10,-9999,1561914545.710044,16.93112182617188,22.03257751464844,11.21673583984375,21.88593864440918,29.3794059753418,15,197260.866118375,-0.487213134765625,0.8482666015625,0.0623016357421875,197260.848875375,0.1672864638733274,0.05123469199927141,0.003043460493742553,197260.840605375,-58.91177368164062,-7.392791748046875,-552.477783203125,197260.848875375,0.7023387867085547,-1.720031090770073,-1.061518196405156,0.1642474830150604,0.04427291452884674,-0.0001520980149507523,-0.005603939294815063,-0.01121920347213745,-0.01198816299438477,1,0.08526305109262466,0.7273065447807312,-0.5537596344947815,-0.3963655233383179,-0.4821279942989349,0.8730967044830322,0.07248919457197189,0,0,0,-1,197258.814262875,3,2,1561914543.651799,1561913957.287787,32,0.8918345,0,0,26.32609,0,0,1561914413.669193,197257.693268,0,1.302734,75.29288,3232235528,177845136,1,1,0.53,-44.92886,-46.74383,2
