loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,avAudioRecorderPeakPower,avAudioRecorderAveragePower,label
1561824349.436344,1,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.426758,-14.21759796142578,16.77350997924805,20.75323486328125,61.08106231689453,68.57425689697266,15,156092.1071522917,-0.5309295654296875,0.7826385498046875,-0.347503662109375,156092.1051082917,-0.03656120702515282,0.04562634105967354,-0.09060020765227766,156092.0997672917,-93.46768188476562,-10.86457824707031,-542.40478515625,156092.1000422917,0.8321543754634048,-0.989382330128058,-0.876253227984202,-0.03805097565054893,0.02986667491495609,-0.09147153049707413,0.006395578384399414,0.01510107517242432,0.005029559135437012,1,-0.1677647233009338,-0.5441502928733826,0.5063520073890686,0.6475825905799866,-0.5348684787750244,0.7683461904525757,-0.3515109121799469,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-36.3192,2
1561824349.438686,2,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.426758,-14.21759796142578,16.77350997924805,20.75323486328125,61.08106231689453,68.57425689697266,15,156092.1274162917,-0.5360565185546875,0.7709197998046875,-0.3544921875,156092.1253712917,-0.03631459830821149,0.07458768528206725,-0.1081807992723268,156092.1198782917,-93.12680053710938,-11.02067565917969,-542.462158203125,156092.1203052917,0.8293794313581263,-0.9904443625427966,-0.875049030277277,-0.04048723354935646,0.0699981153011322,-0.1076425090432167,0.0008889436721801758,0.01088273525238037,0.00118410587310791,1,-0.1677630692720413,-0.5441789627075195,0.5053958296775818,0.6483052968978882,-0.5360146760940552,0.7675749063491821,-0.3514496088027954,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-36.3192,2
1561824349.444597,3,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.426758,-14.21759796142578,16.77350997924805,20.75323486328125,61.08106231689453,68.57425689697266,15,156092.1476492917,-0.535125732421875,0.767852783203125,-0.3546905517578125,156092.1456352917,0.03454199828665475,0.03045644285836419,-0.1309276570910206,156092.1399592917,-93.33305358886719,-10.83027648925781,-542.1858520507812,156092.1405692917,0.8267572901075644,-0.9911670396823176,-0.8733445079408663,0.01081643346697092,0.04572393745183945,-0.1284609735012054,0.002099335193634033,0.002195477485656738,-0.002561390399932861,1,-0.1676031053066254,-0.5440772771835327,0.5043975114822388,0.6492088437080383,-0.5373623967170715,0.7664812803268433,-0.3517782390117645,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-36.3192,2
1561824349.460676,4,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.450198,-14.34403228759766,16.86064910888672,20.951416015625,61.18479156494141,68.67798614501953,15,156092.1679132917,-0.531036376953125,0.7685546875,-0.348724365234375,156092.1658992917,0.1123680874542583,-0.01988316069853159,-0.1696108708727485,156092.1600702917,-93.47903442382812,-10.88078308105469,-542.4302978515625,156092.1608332917,0.8258142029606182,-0.9916383695484694,-0.8703266435424244,0.09994257986545563,-0.01464273501187563,-0.1630815267562866,0.007860779762268066,0.001924693584442139,0.000967562198638916,1,-0.1665172576904297,-0.5439460277557373,0.5037596225738525,0.6500930786132812,-0.5394617319107056,0.7645395398139954,-0.352789431810379,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-37.28374,2
1561824349.480241,5,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.475449,-14.27186584472656,16.72184753417969,20.53070068359375,61.19386291503906,68.68705749511719,15,156092.1881762917,-0.541290283203125,0.7820587158203125,-0.3468170166015625,156092.1861622917,0.1351274621300755,-0.03143861666838541,-0.2088948937963983,156092.1801502917,-93.20062255859375,-11.06430053710938,-542.7615966796875,156092.1810962917,0.8256848833382664,-0.992426742915391,-0.8659954771334535,0.1265398412942886,-0.04488159716129303,-0.2023556977510452,0.006359338760375977,0.01647287607192993,0.005065083503723145,1,-0.1645972579717636,-0.5438954830169678,0.5032477378845215,0.6510201096534729,-0.5425074100494385,0.7617405652999878,-0.3541708886623383,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-37.73532,2
1561824349.513712,6,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.503083,-14.42622375488281,16.74070739746094,20.66650390625,61.22141265869141,68.71460723876953,15,156092.2084402917,-0.5516510009765625,0.7833404541015625,-0.3396759033203125,156092.2064262917,0.1366092449605956,0.01543035535591911,-0.2520152002703073,156092.2002612917,-93.45439147949219,-10.98191833496094,-542.432861328125,156092.2013302917,0.8254472235200684,-0.9931346204930055,-0.8606704372559459,0.145209401845932,-0.004577318206429482,-0.2491362541913986,0.003255963325500488,0.02235984802246094,0.01534432172775269,1,-0.1623232513666153,-0.5437396168708801,0.5025660991668701,0.6522467136383057,-0.546148419380188,0.7582798004150391,-0.3559967875480652,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-38.65288,2
1561824349.520722,7,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.503083,-14.42622375488281,16.74070739746094,20.66650390625,61.22141265869141,68.71460723876953,15,156092.2287042917,-0.5652008056640625,0.7858428955078125,-0.3388214111328125,156092.2266592917,0.09486339592527651,0.1510899170717925,-0.2342093052220375,156092.2203422917,-93.45082092285156,-11.08390808105469,-542.6005859375,156092.2215932917,0.8244177876828939,-0.9931571645421344,-0.8550262579454562,0.104797787964344,0.09785318374633789,-0.2470968067646027,-0.00948631763458252,0.03467273712158203,0.01667141914367676,1,-0.160305917263031,-0.5432717204093933,0.501525342464447,0.6539342999458313,-0.54973304271698,0.7545881271362305,-0.3583157062530518,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-38.65288,2
1561824349.543435,8,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.525907,-14.5062255859375,16.68976020812988,20.61224365234375,61.32106781005859,68.81426239013672,15,156092.2489672917,-0.5698699951171875,0.77642822265625,-0.341064453125,156092.2469232917,0.03622831188889292,0.323188713034893,-0.1500305115901589,156092.2404532917,-93.76539611816406,-10.93472290039062,-542.6417846679688,156092.2418572917,0.8228479596855033,-0.9904561940862217,-0.8504238015172756,0.05714371800422668,0.2716662585735321,-0.177320659160614,-0.02095472812652588,0.0310632586479187,0.02553331851959229,1,-0.1595382392406464,-0.541938841342926,0.5002166032791138,0.6562264561653137,-0.5516618490219116,0.7515600323677063,-0.3616996705532074,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-38.94893,2
1561824349.561392,9,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.551649,-14.74189758300781,16.75067520141602,20.576171875,61.45075988769531,68.94395446777344,15,156092.2692312917,-0.5572357177734375,0.775634765625,-0.3463592529296875,156092.2671862917,-0.04917207373500504,0.432084304743797,-0.09840832965228098,156092.2605342917,-93.816650390625,-11.02557373046875,-542.524658203125,156092.2621212917,0.8208156482383372,-0.9846831536056933,-0.8480487424715866,-0.03455184772610664,0.4274412095546722,-0.107164204120636,-0.008443892002105713,0.02019619941711426,0.02074140310287476,1,-0.1605635136365891,-0.5397101044654846,0.4987883269786835,0.658894956111908,-0.5510501265525818,0.7499911785125732,-0.3658647239208221,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-39.29674,2
1561824349.59529,10,0,0,1561824348.995955,4.634821219374086,-74.15106430656662,2552.265,0.46,157.1484375,3,10,-9999,1561824349.576421,-15.15653991699219,16.57669448852539,20.37689208984375,61.65489196777344,69.14808654785156,15,156092.2894642917,-0.5714874267578125,0.76568603515625,-0.3608856201171875,156092.2874502917,-0.04277888922216082,0.3275520361648788,-0.05121285407833276,156092.2806452917,-94.1705322265625,-11.17094421386719,-542.8585205078125,156092.2823842917,0.8178685381430784,-0.9787084139201052,-0.8472245876654501,-0.0571700744330883,0.3572916686534882,-0.06789696216583252,-0.01203423738479614,0.02240478992462158,0.0146370530128479,1,-0.1625092178583145,-0.5374411940574646,0.497230052947998,0.6614454388618469,-0.5493671298027039,0.7494457960128784,-0.3694954216480255,0,0,0,-1,156089.901899,3,2,1561824347.20712,1561824121.559794,12,3.602502,0,0,10.50458,0,0,1561824170.876706,156089.192854,0,0.2773438,75.3743,0,182478453,5,1,0.32,-35.47208,-38.88415,2
