loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,avAudioRecorderPeakPower,avAudioRecorderAveragePower,label
1561243480.136588,1,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.115062,-14.41195106506348,-6.220470428466797,29.73284912109375,98.79781341552734,106.3414993286133,20,65580.01516587501,-1.12261962890625,0.148590087890625,0.0693359375,65580.010099875,-0.3174511987824263,-0.07904901274016798,1.826881103526954,65579.98910387501,23.33042907714844,-4.260360717773438,-507.5432739257812,65580.010099875,-0.9535070726101034,-1.726277443696145,-0.154624307248956,-0.3186974823474884,-0.0846288800239563,1.82429301738739,-0.1225433349609375,0.0125713050365448,-0.05765581130981445,1,-0.3922767043113708,-0.6500945687294006,-0.2452721744775772,0.6027749180793762,-0.9761505126953125,0.1540088951587677,0.1530079245567322,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-35.252,3
1561243480.147278,2,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.115062,-14.41195106506348,-6.220470428466797,29.73284912109375,98.79781341552734,106.3414993286133,20,65580.035398875,-1.098709106445312,0.1624298095703125,0.06671142578125,65580.03033387501,-0.5942633582785704,0.5512421213972124,1.950971627151414,65580.009184875,23.46186828613281,-3.889389038085938,-507.443359375,65580.03033387501,-0.9693553589530185,-1.72318184044183,-0.1908191866080207,-0.5955096483230591,0.5456622242927551,1.948383569717407,-0.1375761032104492,-0.04252278804779053,-0.08875370025634766,1,-0.4068655669689178,-0.6395162343978882,-0.2380755543708801,0.6072885990142822,-0.9704713225364685,0.1896632760763168,0.1490412056446075,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-35.28249,3
1561243480.181816,3,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.175866,-15.18558502197266,-5.173725128173828,29.3211669921875,101.7425765991211,109.286262512207,20,65580.05566287501,-1.14453125,0.156494140625,0.031097412109375,65580.05059687501,-0.4671610657773396,0.3929017482576792,1.886866410236008,65580.029264875,22.97219848632812,-3.654342651367188,-507.9699096679688,65580.05059687501,-0.9867058005542751,-1.716535236439586,-0.228007304211553,-0.4684073328971863,0.3873218894004822,1.884278416633606,-0.148466944694519,-0.05957871675491333,-0.0908973217010498,1,-0.421538233757019,-0.6269274353981018,-0.231778010725975,0.6128184795379639,-0.9637920260429382,0.2260368466377258,0.1414649784564972,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-26.84422,3
1561243480.190913,4,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.175866,-15.18558502197266,-5.173725128173828,29.3211669921875,101.7425765991211,109.286262512207,20,65580.075926875,-1.254135131835938,0.1190338134765625,-0.046234130859375,65580.070860875,-0.3135219709101233,0.3419826408475822,1.540475438836017,65580.049345875,22.74008178710938,-3.067581176757812,-508.0961303710938,65580.070860875,-0.9998010861490929,-1.712956067225286,-0.2616119093632162,-0.3147682547569275,0.3364027738571167,1.537887334823608,-0.2506335377693176,-0.116792231798172,-0.1372573375701904,1,-0.4340563416481018,-0.6164619922637939,-0.2248447835445404,0.6172637343406677,-0.9562298655509949,0.2586379647254944,0.1368605941534042,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-27.57373,3
1561243480.208457,5,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.200016,-15.67879867553711,-4.895007133483887,29.17733764648438,102.4759292602539,110.0196151733398,20,65580.09618987501,-1.301193237304688,0.0977020263671875,-0.089874267578125,65580.09112487501,-0.2132981643427354,0.7143825760855044,1.243278379091971,65580.06942687501,22.10595703125,-2.98394775390625,-508.1577758789062,65580.09112487501,-1.009305223983952,-1.705701157131486,-0.2882361950452507,-0.2145444452762604,0.7088027000427246,1.240690350532532,-0.342811107635498,-0.1815394759178162,-0.2086442708969116,1,-0.4430807530879974,-0.606756329536438,-0.2200854569673538,0.6221643686294556,-0.950035572052002,0.2842616140842438,0.1289476007223129,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-28.38621,3
1561243480.228246,6,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.226464,-16.1572151184082,-4.46844482421875,28.89810180664062,102.9831924438477,110.5268783569336,20,65580.116453875,-1.274169921875,0.1058349609375,-0.0867767333984375,65580.111387875,-0.1609007362115354,1.073992147556103,1.194120153794634,65580.089537875,21.58659362792969,-2.670440673828125,-508.4449462890625,65580.111387875,-1.016403894817744,-1.689152629564246,-0.3122108605589809,-0.1621470302343369,1.068412303924561,1.191532135009766,-0.3466727733612061,-0.2093850374221802,-0.2061218023300171,1,-0.4496006965637207,-0.5950168967247009,-0.2176473885774612,0.6296377182006836,-0.9449989795684814,0.3071633577346802,0.1123717874288559,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-28.38621,3
1561243480.26344,7,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.250788,-16.7949275970459,-3.976161479949951,28.35806274414062,103.1469268798828,110.6906127929688,20,65580.13671787501,-1.209381103515625,0.0932159423828125,-0.0051422119140625,65580.13162087501,0.03378353000820018,0.7958292327550707,0.9173910849245005,65580.109617875,20.90512084960938,-2.356475830078125,-508.9058227539062,65580.13162087501,-1.020895093584905,-1.669139171712714,-0.3337698346518866,0.03253724798560143,0.7902493476867676,0.9148030281066895,-0.308850884437561,-0.2180337905883789,-0.1525042057037354,1,-0.4543270766735077,-0.583069384098053,-0.216114729642868,0.6378960609436035,-0.9402488470077515,0.3276071548461914,0.09276600182056427,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-29.27011,3
1561243480.269154,8,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.250788,-16.7949275970459,-3.976161479949951,28.35806274414062,103.1469268798828,110.6906127929688,20,65580.15695087501,-1.15765380859375,-0.05712890625,0.529449462890625,65580.151884875,0.5192959062250578,-0.2975986644364306,0.1385879736505245,65580.12969887501,20.38414001464844,-1.993545532226562,-509.0059814453125,65580.151884875,-1.015173230292556,-1.66563858544133,-0.3457038489933103,0.5180496573448181,-0.3031785190105438,0.1359999477863312,-0.2425140142440796,-0.311423659324646,0.1450639963150024,1,-0.4553764760494232,-0.5806728601455688,-0.2109484970569611,0.6410554051399231,-0.9366089105606079,0.338858962059021,0.08909741044044495,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-29.27011,3
1561243480.291368,9,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.277646,-17.29928016662598,-3.405195236206055,28.09893798828125,102.6178665161133,110.1615524291992,20,65580.177214875,-1.095184326171875,0.0157470703125,0.534912109375,65580.172148875,-0.6322751891494893,0.1320448531683088,-0.3496006131457538,65580.149778875,20.24958801269531,-1.530502319335938,-509.0916137695312,65580.172148875,-1.01351244462636,-1.664825156820605,-0.3428536272525134,-0.6335214376449585,0.1264649778604507,-0.3521886467933655,-0.2319167852401733,-0.4401952028274536,0.609541654586792,1,-0.4540698528289795,-0.5814064741134644,-0.2115887105464935,0.6411063075065613,-0.9376388192176819,0.3361760079860687,0.08842583745718002,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-29.29794,3
1561243480.309822,10,0,0,1561243479.989087,4.602292268541271,-74.06498760923191,2651.733,0.23,12.3046875,4,10,-9999,1561243480.301457,-17.50705337524414,-3.564731359481812,28.05242919921875,103.7587051391602,111.3023910522461,20,65580.197477875,-1.006683349609375,0.283660888671875,0.2816009521484375,65580.192411875,-0.9469023719119956,0.3475981823221233,-0.3811185920146236,65580.16985987501,20.26470947265625,-1.576690673828125,-509.5027465820312,65580.192411875,-1.032877059987355,-1.66719914328131,-0.332924011778706,-0.9481486678123474,0.3420183062553406,-0.3837066292762756,-0.07792848348617554,-0.1457012891769409,0.2876784801483154,1,-0.4573803842067719,-0.5799028873443604,-0.2206682115793228,0.6370410323143005,-0.940702497959137,0.3268078863620758,0.09096834808588028,0,0,0,-1,65577.320941625,1,2,1561243477.442344,1561243107.271691,28,1.054203,0,0,24.53997,0,0,1561243350.380748,65577.311636,0,-4.510498,74.59007,2650634390,177292352,1,1,0.14,-24.75602,-29.47043,3
